locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNMCCAHI_05234	CDS	1215				hypothetical protein
HNMCCAHI_05235	CDS	261				hypothetical protein
HNMCCAHI_05236	CDS	177				hypothetical protein
HNMCCAHI_05237	CDS	1737	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
HNMCCAHI_05238	CDS	867	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
HNMCCAHI_05239	CDS	447				hypothetical protein
HNMCCAHI_05240	CDS	891				hypothetical protein
HNMCCAHI_05241	CDS	957				hypothetical protein
HNMCCAHI_05242	CDS	900	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
HNMCCAHI_05243	tRNA	98				tRNA-Leu(gag)
HNMCCAHI_05244	CDS	948	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HNMCCAHI_05245	CDS	1812	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
HNMCCAHI_05246	CDS	426				hypothetical protein
HNMCCAHI_05247	CDS	1092	ddaF	6.3.2.47		Dapdiamide A synthase
HNMCCAHI_05248	CDS	1314				hypothetical protein
HNMCCAHI_05249	CDS	828				hypothetical protein
HNMCCAHI_05250	CDS	906				hypothetical protein
HNMCCAHI_05251	CDS	825				hypothetical protein
HNMCCAHI_05252	CDS	912				hypothetical protein
HNMCCAHI_05253	CDS	657	thpR_2	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HNMCCAHI_05254	CDS	744				hypothetical protein
HNMCCAHI_05255	CDS	879	degV		COG1307	Protein DegV
HNMCCAHI_05256	CDS	675	comEA		COG1555	ComE operon protein 1
HNMCCAHI_05257	CDS	1398	gntT		COG2610	High-affinity gluconate transporter
HNMCCAHI_05258	CDS	528	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
HNMCCAHI_05259	CDS	729				hypothetical protein
HNMCCAHI_05260	CDS	453				hypothetical protein
HNMCCAHI_05261	CDS	399				hypothetical protein
HNMCCAHI_05262	tRNA	88				tRNA-Leu(gag)
HNMCCAHI_05263	CDS	1335	dapE_5	3.5.1.18		Succinyl-diaminopimelate desuccinylase
HNMCCAHI_05264	CDS	234	chpH			Chaplin-H
HNMCCAHI_05265	CDS	759	chpC			Chaplin-C
HNMCCAHI_05266	CDS	189				hypothetical protein
HNMCCAHI_05267	CDS	735				hypothetical protein
HNMCCAHI_05268	tRNA	74				tRNA-Thr(ggt)
HNMCCAHI_05269	tRNA	74				tRNA-Met(cat)
HNMCCAHI_05270	CDS	165	rpmG2_3		COG0267	50S ribosomal protein L33 2
HNMCCAHI_05271	CDS	453				hypothetical protein
HNMCCAHI_05272	CDS	429				hypothetical protein
HNMCCAHI_05273	CDS	1056	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
HNMCCAHI_05274	CDS	633				hypothetical protein
HNMCCAHI_05275	CDS	1116		3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
HNMCCAHI_05276	CDS	735				hypothetical protein
HNMCCAHI_05277	CDS	579				hypothetical protein
HNMCCAHI_05278	CDS	501				hypothetical protein
HNMCCAHI_05279	CDS	2022		3.4.-.-		Transglutaminase-activating metalloprotease
HNMCCAHI_05280	CDS	363				hypothetical protein
HNMCCAHI_05281	CDS	690				hypothetical protein
HNMCCAHI_05282	CDS	879				hypothetical protein
HNMCCAHI_05283	CDS	177				hypothetical protein
HNMCCAHI_05284	CDS	1869				hypothetical protein
HNMCCAHI_05285	CDS	1629				hypothetical protein
HNMCCAHI_05286	CDS	243				hypothetical protein
HNMCCAHI_05287	CDS	372				hypothetical protein
HNMCCAHI_05288	CDS	1473				hypothetical protein
HNMCCAHI_05289	CDS	942				hypothetical protein
HNMCCAHI_05290	CDS	912				hypothetical protein
HNMCCAHI_05291	CDS	435				hypothetical protein
HNMCCAHI_05292	CDS	687				hypothetical protein
HNMCCAHI_05293	CDS	381				hypothetical protein
HNMCCAHI_05294	CDS	999				hypothetical protein
HNMCCAHI_05295	CDS	855				hypothetical protein
HNMCCAHI_05296	CDS	525				hypothetical protein
HNMCCAHI_05297	CDS	576				hypothetical protein
HNMCCAHI_05298	CDS	474				hypothetical protein
HNMCCAHI_05299	CDS	1389	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
HNMCCAHI_05300	CDS	951				hypothetical protein
HNMCCAHI_05301	CDS	1311	nanK_4	2.7.1.60		N-acetylmannosamine kinase
HNMCCAHI_05302	CDS	291	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
HNMCCAHI_05303	CDS	1701	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
HNMCCAHI_05304	CDS	339				putative protein
HNMCCAHI_05305	CDS	513				hypothetical protein
HNMCCAHI_05306	CDS	1065				hypothetical protein
HNMCCAHI_05307	CDS	1956				hypothetical protein
HNMCCAHI_05308	CDS	1791				hypothetical protein
HNMCCAHI_05309	CDS	825				hypothetical protein
HNMCCAHI_05310	CDS	279				hypothetical protein
HNMCCAHI_05311	CDS	756	fabG_6	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNMCCAHI_05312	CDS	435	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
HNMCCAHI_05313	CDS	180				hypothetical protein
HNMCCAHI_05314	CDS	1461	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
HNMCCAHI_05315	CDS	399	trxC		COG0526	Putative thioredoxin 2
HNMCCAHI_05316	CDS	468				hypothetical protein
HNMCCAHI_05317	CDS	828		2.1.1.-	COG2230	putative fatty acid methyltransferase
HNMCCAHI_05318	CDS	807				hypothetical protein
HNMCCAHI_05319	CDS	369				hypothetical protein
HNMCCAHI_05320	CDS	138				hypothetical protein
HNMCCAHI_05321	CDS	1029		4.6.1.1	COG2114	pH-sensitive adenylate cyclase
HNMCCAHI_05322	CDS	450			COG0589	Universal stress protein
HNMCCAHI_05323	CDS	2415				hypothetical protein
HNMCCAHI_05324	CDS	324				hypothetical protein
HNMCCAHI_05325	CDS	936		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
HNMCCAHI_05326	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
HNMCCAHI_05327	CDS	600				hypothetical protein
HNMCCAHI_05328	CDS	1245				hypothetical protein
HNMCCAHI_05329	CDS	648	degU_10		COG2197	Transcriptional regulatory protein DegU
HNMCCAHI_05330	CDS	1869	chiC_2	3.2.1.14		Chitinase C
HNMCCAHI_05331	CDS	1887	chtA	3.2.1.14		Chitinase 63
HNMCCAHI_05332	CDS	447				hypothetical protein
HNMCCAHI_05333	CDS	858				hypothetical protein
HNMCCAHI_05334	CDS	825				hypothetical protein
HNMCCAHI_05335	CDS	1122	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
HNMCCAHI_05336	CDS	1419	radA	3.6.4.-	COG1066	DNA repair protein RadA
HNMCCAHI_05337	CDS	576				hypothetical protein
HNMCCAHI_05338	CDS	1728				hypothetical protein
HNMCCAHI_05339	CDS	219				hypothetical protein
HNMCCAHI_05340	CDS	393				hypothetical protein
HNMCCAHI_05341	CDS	879				putative protein
HNMCCAHI_05342	CDS	933	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
HNMCCAHI_05343	CDS	861	azoB_5	1.7.-.-		NAD(P)H azoreductase
HNMCCAHI_05344	CDS	825			COG1082	putative protein
HNMCCAHI_05345	CDS	639	betI_10			HTH-type transcriptional regulator BetI
HNMCCAHI_05346	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HNMCCAHI_05347	CDS	375				hypothetical protein
HNMCCAHI_05348	CDS	483				hypothetical protein
HNMCCAHI_05349	CDS	615				hypothetical protein
HNMCCAHI_05350	CDS	237				hypothetical protein
HNMCCAHI_05351	tRNA	75				tRNA-Val(tac)
HNMCCAHI_05352	CDS	780				hypothetical protein
HNMCCAHI_05353	CDS	8271	dltA_3	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HNMCCAHI_05354	CDS	1716				hypothetical protein
HNMCCAHI_05355	CDS	1731				hypothetical protein
HNMCCAHI_05356	CDS	1056	yfmJ_3	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
HNMCCAHI_05357	CDS	1200	mycG	1.14.-.-		Mycinamicin IV hydroxylase/epoxidase
HNMCCAHI_05358	CDS	603				hypothetical protein
HNMCCAHI_05359	CDS	1125	xylB_2	2.7.1.17		Xylulose kinase
HNMCCAHI_05360	CDS	909				hypothetical protein
HNMCCAHI_05361	CDS	660	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HNMCCAHI_05362	CDS	732				hypothetical protein
HNMCCAHI_05363	CDS	534				hypothetical protein
HNMCCAHI_05364	CDS	786				hypothetical protein
HNMCCAHI_05365	CDS	699	egtB_2	1.14.99.50		Hercynine oxygenase
HNMCCAHI_05366	tRNA	92				tRNA-Cys(gca)
HNMCCAHI_05367	CDS	513	nrdR		COG1327	Transcriptional repressor NrdR
HNMCCAHI_05368	CDS	786	lexA	3.4.21.88	COG1974	LexA repressor
HNMCCAHI_05369	CDS	1989	dinG_4	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
HNMCCAHI_05370	CDS	1863	iucC_2	6.3.2.39	COG4264	Aerobactin synthase
HNMCCAHI_05371	CDS	477	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
HNMCCAHI_05372	CDS	2586	pepN_1	3.4.11.2		Aminopeptidase N
HNMCCAHI_05373	CDS	645				Thioredoxin-like reductase
HNMCCAHI_05374	CDS	1254				hypothetical protein
HNMCCAHI_05375	tRNA	76				tRNA-Gly(gcc)
HNMCCAHI_05376	CDS	666	desR_2		COG2197	Transcriptional regulatory protein DesR
HNMCCAHI_05377	CDS	1377				hypothetical protein
HNMCCAHI_05378	CDS	810				hypothetical protein
HNMCCAHI_05379	CDS	975	lnrL_7	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HNMCCAHI_05380	tRNA	75				tRNA-Gly(gcc)
HNMCCAHI_05381	CDS	336	lsr2_2			Nucleoid-associated protein Lsr2
HNMCCAHI_05382	CDS	252	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
HNMCCAHI_05383	CDS	711	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
HNMCCAHI_05384	CDS	2259	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HNMCCAHI_05385	CDS	1050	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
HNMCCAHI_05386	CDS	513				hypothetical protein
HNMCCAHI_05387	CDS	1062	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
HNMCCAHI_05388	CDS	897	ectD	1.14.11.55		Ectoine dioxygenase
HNMCCAHI_05389	CDS	399	ectC	4.2.1.108		L-ectoine synthase
HNMCCAHI_05390	CDS	1272	ectB	2.6.1.76		Diaminobutyrate--2-oxoglutarate transaminase
HNMCCAHI_05391	CDS	507	ectA	2.3.1.178		L-2,4-diaminobutyric acid acetyltransferase
HNMCCAHI_05392	CDS	1116	ppaT	2.6.1.30	COG0075	Pyridoxamine--pyruvate transaminase
HNMCCAHI_05393	CDS	1080			COG1228	putative protein
HNMCCAHI_05394	CDS	969				hypothetical protein
HNMCCAHI_05395	CDS	540				hypothetical protein
HNMCCAHI_05396	CDS	1047		2.6.1.-	COG0079	putative aminotransferase
HNMCCAHI_05397	CDS	435				hypothetical protein
HNMCCAHI_05398	CDS	603	cobB_2	6.3.5.9	COG1797	Hydrogenobyrinate a,c-diamide synthase
HNMCCAHI_05399	CDS	2124	eryA_5	2.3.1.94	COG3321	6-deoxyerythronolide-B synthase EryA3, modules 5 and 6
HNMCCAHI_05400	CDS	765	pikAV_4	3.1.2.-		Thioesterase PikA5
HNMCCAHI_05401	CDS	975	fpuA_2		COG0614	Petrobactin-binding protein FpuA
HNMCCAHI_05402	CDS	864	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
HNMCCAHI_05403	CDS	489				hypothetical protein
HNMCCAHI_05404	CDS	660				hypothetical protein
HNMCCAHI_05405	CDS	1164				hypothetical protein
HNMCCAHI_05406	CDS	969				hypothetical protein
HNMCCAHI_05407	CDS	243				hypothetical protein
HNMCCAHI_05408	CDS	768				hypothetical protein
HNMCCAHI_05409	CDS	762	srlR_2		COG1349	Glucitol operon repressor
HNMCCAHI_05410	CDS	948	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
HNMCCAHI_05411	CDS	2004	fruA		COG1299	PTS system fructose-specific EIIABC component
HNMCCAHI_05412	CDS	279	ptsH			Phosphocarrier protein HPr
HNMCCAHI_05413	CDS	1671	ptsI_2	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
HNMCCAHI_05414	CDS	225				hypothetical protein
HNMCCAHI_05415	CDS	969	cpdA	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HNMCCAHI_05416	CDS	282				hypothetical protein
HNMCCAHI_05417	CDS	483			COG0782	putative protein
HNMCCAHI_05418	CDS	1284				hypothetical protein
HNMCCAHI_05419	CDS	654				hypothetical protein
HNMCCAHI_05420	CDS	171	rpmF_2			50S ribosomal protein L32
HNMCCAHI_05421	CDS	882	tam_6	2.1.1.144		Trans-aconitate 2-methyltransferase
HNMCCAHI_05422	CDS	603				hypothetical protein
HNMCCAHI_05423	CDS	342				hypothetical protein
HNMCCAHI_05424	CDS	963				hypothetical protein
HNMCCAHI_05425	CDS	927				hypothetical protein
HNMCCAHI_05426	CDS	1425	abaF_1			Fosfomycin resistance protein AbaF
HNMCCAHI_05427	CDS	711				hypothetical protein
HNMCCAHI_05428	CDS	1437				hypothetical protein
HNMCCAHI_05429	CDS	213				hypothetical protein
HNMCCAHI_05430	CDS	207				hypothetical protein
HNMCCAHI_05431	CDS	873				hypothetical protein
HNMCCAHI_05432	CDS	399				hypothetical protein
HNMCCAHI_05433	CDS	396				hypothetical protein
HNMCCAHI_05434	CDS	174				hypothetical protein
HNMCCAHI_05435	CDS	1149				hypothetical protein
HNMCCAHI_05436	CDS	720	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
HNMCCAHI_05437	CDS	1512	araA	5.3.1.4		L-arabinose isomerase
HNMCCAHI_05438	CDS	681	mqnB	3.2.2.26	COG0775	Futalosine hydrolase
HNMCCAHI_05439	CDS	903	mqnD	4.1.-.-	COG2107	1,4-dihydroxy-6-naphtoate synthase
HNMCCAHI_05440	CDS	384				hypothetical protein
HNMCCAHI_05441	CDS	252				hypothetical protein
HNMCCAHI_05442	CDS	801				hypothetical protein
HNMCCAHI_05443	CDS	1890				hypothetical protein
HNMCCAHI_05444	CDS	306				hypothetical protein
HNMCCAHI_05445	CDS	513				hypothetical protein
HNMCCAHI_05446	CDS	1356	dinF		COG0534	DNA damage-inducible protein F
HNMCCAHI_05447	CDS	366				hypothetical protein
HNMCCAHI_05448	CDS	303				hypothetical protein
HNMCCAHI_05449	CDS	1260				hypothetical protein
HNMCCAHI_05450	CDS	1128				hypothetical protein
HNMCCAHI_05451	CDS	639	mfpA		COG1357	Pentapeptide repeat protein MfpA
HNMCCAHI_05452	CDS	141				hypothetical protein
HNMCCAHI_05453	CDS	468	nudC_2	3.6.1.22		NADH pyrophosphatase
HNMCCAHI_05454	CDS	999				hypothetical protein
HNMCCAHI_05455	CDS	1368	ousA			Glycine betaine/proline/ectoine/pipecolic acid transporter OusA
HNMCCAHI_05456	CDS	768	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
HNMCCAHI_05457	CDS	777	hcaB_5	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HNMCCAHI_05458	CDS	465	hpsN_1	1.1.1.308		Sulfopropanediol 3-dehydrogenase
HNMCCAHI_05459	CDS	897	hpsN_2	1.1.1.308		Sulfopropanediol 3-dehydrogenase
HNMCCAHI_05460	CDS	708				hypothetical protein
HNMCCAHI_05461	CDS	1140				hypothetical protein
HNMCCAHI_05462	CDS	999	degA_2		COG1609	HTH-type transcriptional regulator DegA
HNMCCAHI_05463	CDS	1281				hypothetical protein
HNMCCAHI_05464	CDS	849	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
HNMCCAHI_05465	CDS	594	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
HNMCCAHI_05466	CDS	366				hypothetical protein
HNMCCAHI_05467	CDS	846				hypothetical protein
HNMCCAHI_05468	CDS	981		3.6.-.-	COG1703	putative GTPase
HNMCCAHI_05469	CDS	981	bkdB_1	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
HNMCCAHI_05470	CDS	1350				hypothetical protein
HNMCCAHI_05471	CDS	663	devR_2		COG2197	DNA-binding transcriptional activator DevR/DosR
HNMCCAHI_05472	CDS	1572	pknD_8	2.7.11.1		Serine/threonine-protein kinase PknD
HNMCCAHI_05473	CDS	1650	pknD_9	2.7.11.1		Serine/threonine-protein kinase PknD
HNMCCAHI_05474	CDS	558	bpa			Bacterial proteasome activator
HNMCCAHI_05475	CDS	195				hypothetical protein
HNMCCAHI_05476	CDS	819				hypothetical protein
HNMCCAHI_05477	CDS	120				hypothetical protein
HNMCCAHI_05478	CDS	303				hypothetical protein
HNMCCAHI_05479	CDS	984		1.3.1.103		2-haloacrylate reductase
HNMCCAHI_05480	CDS	1107	kefC			Glutathione-regulated potassium-efflux system protein KefC
HNMCCAHI_05481	CDS	1755				hypothetical protein
HNMCCAHI_05482	CDS	879	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
HNMCCAHI_05483	CDS	771	fruF			Fructose import permease protein FruF
HNMCCAHI_05484	CDS	1071	rbsC_4		COG1172	Ribose import permease protein RbsC
HNMCCAHI_05485	CDS	1032	degA_3		COG1609	HTH-type transcriptional regulator DegA
HNMCCAHI_05486	CDS	1104	mro	5.1.3.3	COG2017	Aldose 1-epimerase
HNMCCAHI_05487	CDS	507	ncsB3_4	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
HNMCCAHI_05488	CDS	903	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
HNMCCAHI_05489	CDS	669				hypothetical protein
HNMCCAHI_05490	CDS	1485				hypothetical protein
HNMCCAHI_05491	CDS	1227				hypothetical protein
HNMCCAHI_05492	CDS	723				hypothetical protein
HNMCCAHI_05493	CDS	1095				hypothetical protein
HNMCCAHI_05494	CDS	858				hypothetical protein
HNMCCAHI_05495	CDS	1242	kynU_2	3.7.1.3		Kynureninase
HNMCCAHI_05496	CDS	687				hypothetical protein
HNMCCAHI_05497	CDS	306		2.8.1.-	COG0607	Sulfurtransferase
HNMCCAHI_05498	CDS	978				hypothetical protein
HNMCCAHI_05499	CDS	1218				hypothetical protein
HNMCCAHI_05500	CDS	792	trmL	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
HNMCCAHI_05501	CDS	720				hypothetical protein
HNMCCAHI_05502	CDS	465	decR_2		COG1522	DNA-binding transcriptional activator DecR
HNMCCAHI_05503	CDS	1197	bkdA	1.2.4.4	COG1071	3-methyl-2-oxobutanoate dehydrogenase subunit alpha
HNMCCAHI_05504	CDS	1050	bkdB_2	1.2.4.4	COG0022	3-methyl-2-oxobutanoate dehydrogenase subunit beta
HNMCCAHI_05505	CDS	1434	pdhC_2	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
HNMCCAHI_05506	CDS	1047	drrA_7	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
HNMCCAHI_05507	CDS	852	drrB_5			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
HNMCCAHI_05508	CDS	546				hypothetical protein
HNMCCAHI_05509	CDS	1323	yhhS			putative MFS-type transporter YhhS
HNMCCAHI_05510	CDS	1656				hypothetical protein
HNMCCAHI_05511	CDS	1467		1.6.99.-	COG1252	NADH dehydrogenase-like protein
HNMCCAHI_05512	CDS	651				hypothetical protein
HNMCCAHI_05513	CDS	534				hypothetical protein
HNMCCAHI_05514	CDS	786				hypothetical protein
HNMCCAHI_05515	CDS	654				putative HTH-type transcriptional regulator
HNMCCAHI_05516	CDS	906				hypothetical protein
HNMCCAHI_05517	CDS	2661				hypothetical protein
HNMCCAHI_05518	CDS	1707				hypothetical protein
HNMCCAHI_05519	CDS	729	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
HNMCCAHI_05520	CDS	315				hypothetical protein
HNMCCAHI_05521	CDS	987				hypothetical protein
HNMCCAHI_05522	CDS	1047				hypothetical protein
HNMCCAHI_05523	CDS	423				hypothetical protein
HNMCCAHI_05524	CDS	1272				hypothetical protein
HNMCCAHI_05525	CDS	1497				hypothetical protein
HNMCCAHI_05526	CDS	1158				hypothetical protein
HNMCCAHI_05527	CDS	1926				hypothetical protein
HNMCCAHI_05528	CDS	501				hypothetical protein
HNMCCAHI_05529	CDS	951			COG0589	Universal stress protein/MSMEI_3859
HNMCCAHI_05530	CDS	1494	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
HNMCCAHI_05531	CDS	204				hypothetical protein
HNMCCAHI_05532	CDS	363				hypothetical protein
HNMCCAHI_05533	CDS	939				hypothetical protein
HNMCCAHI_05534	CDS	552				hypothetical protein
HNMCCAHI_05535	CDS	495	pdxH_2	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
HNMCCAHI_05536	CDS	441				hypothetical protein
HNMCCAHI_05537	CDS	906				hypothetical protein
HNMCCAHI_05538	CDS	1194	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
HNMCCAHI_05539	CDS	189				hypothetical protein
HNMCCAHI_05540	CDS	696	gph_4	3.1.3.18		Phosphoglycolate phosphatase
HNMCCAHI_05541	CDS	744				hypothetical protein
HNMCCAHI_05542	CDS	1482				hypothetical protein
HNMCCAHI_05543	CDS	2154				hypothetical protein
HNMCCAHI_05544	CDS	1122				hypothetical protein
HNMCCAHI_05545	CDS	582				hypothetical protein
HNMCCAHI_05546	CDS	789	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
HNMCCAHI_05547	CDS	1731	hutI_3	3.5.2.7		Imidazolonepropionase
HNMCCAHI_05548	CDS	441	lrp_2		COG1522	Leucine-responsive regulatory protein
HNMCCAHI_05549	CDS	429				hypothetical protein
HNMCCAHI_05550	CDS	1173	acdA_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HNMCCAHI_05551	CDS	450	mutT1	3.6.1.55	COG0406	putative 8-oxo-dGTP diphosphatase 1
HNMCCAHI_05552	CDS	1128	pstS3		COG0226	Phosphate-binding protein PstS 3
HNMCCAHI_05553	CDS	984				hypothetical protein
HNMCCAHI_05554	CDS	375				hypothetical protein
HNMCCAHI_05555	CDS	1215				hypothetical protein
HNMCCAHI_05556	CDS	501				hypothetical protein
HNMCCAHI_05557	CDS	813				hypothetical protein
HNMCCAHI_05558	CDS	594				hypothetical protein
HNMCCAHI_05559	CDS	1608	lap	3.4.11.1	COG2234	Aminopeptidase
HNMCCAHI_05560	CDS	297				hypothetical protein
HNMCCAHI_05561	CDS	714				hypothetical protein
HNMCCAHI_05562	CDS	468				hypothetical protein
HNMCCAHI_05563	CDS	1410	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
HNMCCAHI_05564	CDS	138				hypothetical protein
HNMCCAHI_05565	CDS	1056				hypothetical protein
HNMCCAHI_05566	CDS	879	hcaR_1			Hca operon transcriptional activator HcaR
HNMCCAHI_05567	CDS	456				hypothetical protein
HNMCCAHI_05568	CDS	2832			COG0247	putative protein
HNMCCAHI_05569	CDS	447				hypothetical protein
HNMCCAHI_05570	CDS	1650				hypothetical protein
HNMCCAHI_05571	CDS	417			COG2018	Serine protease inhibitor
HNMCCAHI_05572	CDS	354				hypothetical protein
HNMCCAHI_05573	CDS	660				hypothetical protein
HNMCCAHI_05574	CDS	1347	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
HNMCCAHI_05575	CDS	1302	ncsB3_5	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
HNMCCAHI_05576	CDS	1119	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
HNMCCAHI_05577	CDS	414	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
HNMCCAHI_05578	CDS	891	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
HNMCCAHI_05579	CDS	423	aceB_2	2.3.3.9		Malate synthase
HNMCCAHI_05580	CDS	918				hypothetical protein
HNMCCAHI_05581	CDS	804				hypothetical protein
HNMCCAHI_05582	CDS	810				hypothetical protein
HNMCCAHI_05583	CDS	333				hypothetical protein
HNMCCAHI_05584	CDS	408				hypothetical protein
HNMCCAHI_05585	CDS	1707	ctaD_3	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
HNMCCAHI_05586	CDS	1545	levB	3.2.1.64	COG1621	Levanbiose-producing levanase
HNMCCAHI_05587	CDS	1068	rbsR_5		COG1609	Ribose operon repressor
HNMCCAHI_05588	CDS	1140				IS110 family transposase IS900
HNMCCAHI_05589	CDS	501				hypothetical protein
HNMCCAHI_05590	CDS	681				hypothetical protein
HNMCCAHI_05591	CDS	438				hypothetical protein
HNMCCAHI_05592	CDS	1032	ccpA_2		COG1609	Catabolite control protein A
HNMCCAHI_05593	CDS	1368	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
HNMCCAHI_05594	CDS	1314	cscB			Sucrose permease
HNMCCAHI_05595	CDS	924	scrK	2.7.1.4	COG0524	Fructokinase
HNMCCAHI_05596	CDS	624				hypothetical protein
HNMCCAHI_05597	CDS	1230	dhpH_2	1.14.13.10		2,6-dihydroxypyridine 3-monooxygenase
HNMCCAHI_05598	CDS	336				hypothetical protein
HNMCCAHI_05599	CDS	660				hypothetical protein
HNMCCAHI_05600	CDS	147	csn	3.2.1.132		Chitosanase
HNMCCAHI_05601	CDS	534				hypothetical protein
HNMCCAHI_05602	CDS	1509	pucK		COG2233	Uric acid permease PucK
HNMCCAHI_05603	CDS	1407		3.5.4.32	COG0402	8-oxoguanine deaminase
HNMCCAHI_05604	CDS	972	uox	1.7.3.3		Uricase
HNMCCAHI_05605	CDS	408	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
HNMCCAHI_05606	CDS	555	pucL		COG3195	Uric acid degradation bifunctional protein PucL
HNMCCAHI_05607	CDS	585				hypothetical protein
HNMCCAHI_05608	CDS	852				hypothetical protein
HNMCCAHI_05609	CDS	678				hypothetical protein
HNMCCAHI_05610	CDS	672				hypothetical protein
HNMCCAHI_05611	CDS	873	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
HNMCCAHI_05612	CDS	525				hypothetical protein
HNMCCAHI_05613	CDS	1437			COG0477	putative protein
HNMCCAHI_05614	CDS	861				putative protein
HNMCCAHI_05615	CDS	1398				hypothetical protein
HNMCCAHI_05616	CDS	630	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
HNMCCAHI_05617	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
HNMCCAHI_05618	CDS	1998				hypothetical protein
HNMCCAHI_05619	CDS	1014		1.1.1.1		Alcohol dehydrogenase
HNMCCAHI_05620	CDS	864				hypothetical protein
HNMCCAHI_05621	CDS	852	fdhD_2		COG1526	Sulfur carrier protein FdhD
